5.000	0.000
5.010	13.804
5.020	3.434
5.030	9.431
5.040	0.041
5.050	3.575
5.060	13.352
5.070	9.876
5.080	6.245
5.090	17.421
5.100	12.153
5.110	6.018
5.120	20.890
5.130	5.842
5.140	14.792
5.150	5.736
5.160	13.760
5.170	12.653
5.180	12.552
5.190	10.489
5.200	2.488
5.210	19.423
5.220	12.337
5.230	14.254
5.240	11.234
5.250	14.199
5.260	4.162
5.270	4.124
5.280	16.085
5.290	10.046
5.300	4.006
5.310	1.969
5.320	14.945
5.330	13.905
5.340	11.864
5.350	6.824
5.360	14.784
5.370	15.744
5.380	3.704
5.390	3.666
5.400	1.627
5.410	4.666
5.420	23.627
5.430	11.593
5.440	13.581
5.450	5.544
5.460	10.509
5.470	14.475
5.480	1.618
5.490	12.510
5.500	10.457
5.510	11.407
5.520	19.358
5.530	17.310
5.540	23.309
5.550	23.264
5.560	10.221
5.570	13.180
5.580	9.140
5.590	13.101
5.600	8.066
5.610	16.031
5.620	3.998
5.630	8.966
5.640	2.934
5.650	5.904
5.660	20.875
5.670	16.846
5.680	11.817
5.690	7.790
5.700	6.762
5.710	8.733
5.720	23.705
5.730	20.678
5.740	6.653
5.750	4.629
5.760	7.606
5.770	12.586
5.780	8.567
5.790	6.549
5.800	10.531
5.810	11.514
5.820	0.502
5.830	3.483
5.840	6.468
5.850	2.454
5.860	9.442
5.870	6.431
5.880	0.420
5.890	8.410
5.900	5.401
5.910	8.394
5.920	6.391
5.930	2.390
5.940	11.390
5.950	1.611
5.960	9.390
5.970	6.610
5.980	7.391
5.990	5.393
6.000	18.395
6.010	13.398
6.020	6.401
6.030	7.404
6.040	14.408
6.050	21.412
6.060	17.416
6.070	0.578
6.080	5.428
6.090	14.430
6.100	13.433
6.110	15.437
6.120	13.441
6.130	9.446
6.140	2.451
6.150	13.456
6.160	6.462
6.170	14.468
6.180	7.474
6.190	1.481
6.200	9.562
6.210	19.611
6.220	22.627
6.230	12.649
6.240	13.607
6.250	10.614
6.260	10.629
6.270	12.643
6.280	12.654
6.290	18.665
6.300	19.666
6.310	1.657
6.320	16.659
6.330	15.653
6.340	8.660
6.350	18.658
6.360	12.663
6.370	9.669
6.380	4.676
6.390	31.683
6.400	14.462
6.410	12.470
6.420	12.479
6.430	15.488
6.440	12.497
6.450	7.507
6.460	25.575
6.470	15.579
6.480	11.592
6.490	22.604
6.500	16.610
6.510	17.605
6.520	12.853
6.530	18.867
6.540	29.882
6.550	35.896
6.560	15.912
6.570	18.931
6.580	23.945
6.590	26.956
6.600	24.958
6.610	29.974
6.620	7.991
6.630	30.011
6.640	29.029
6.650	12.047
6.660	36.065
6.670	12.084
6.680	21.090
6.690	41.105
6.700	21.120
6.710	25.274
6.720	20.290
6.730	23.306
6.740	24.324
6.750	21.341
6.760	46.358
6.770	18.376
6.780	21.393
6.790	27.412
6.800	35.554
6.810	44.573
6.820	20.597
6.830	29.924
6.840	21.119
6.850	27.139
6.860	29.159
6.870	18.180
6.880	25.201
6.890	18.223
6.900	45.244
6.910	28.266
6.920	14.288
6.930	19.310
6.940	32.333
6.950	27.356
6.960	26.383
6.970	36.407
6.980	27.432
6.990	22.456
7.000	30.506
7.010	35.531
7.020	31.530
7.030	24.556
7.040	23.581
7.050	32.606
7.060	34.632
7.070	20.658
7.080	24.676
7.090	29.703
7.100	16.729
7.110	24.757
7.120	39.784
7.130	27.811
7.140	17.968
7.150	28.924
7.160	27.952
7.170	30.596
7.180	27.625
7.190	29.654
7.200	35.683
7.210	27.712
7.220	18.741
7.230	22.771
7.240	20.801
7.250	21.831
7.260	31.861
7.270	31.872
7.280	21.908
7.290	28.939
7.300	11.970
7.310	22.002
7.320	21.033
7.330	28.065
7.340	21.097
7.350	9.128
7.360	11.160
