5.000000	0.0000000E+00
5.010000	4.764992
5.020000	4.0817000E-02
5.030000	14.19076
5.040000	4.720634
5.050000	14.84364
5.060000	14.32018
5.070000	1.030083
5.080000	28.64120
5.090000	11.19640
5.100000	22.50077
5.110000	1.847122
5.120000	13.51393
5.130000	26.90173
5.140000	17.58571
5.150000	21.80457
5.160000	16.97609
5.170000	0.8907130
5.180000	17.21122
5.190000	6.287468
5.200000	21.34367
5.210000	14.33548
5.220000	32.27296
5.230000	3.204994
5.240000	14.13266
5.250000	25.74282
5.260000	19.56284
5.270000	19.38806
5.280000	4.218185
5.290000	36.06411
5.300000	27.91341
5.310000	32.76614
5.320000	12.62235
5.330000	14.48197
5.340000	21.34488
5.350000	23.21155
5.360000	27.08159
5.370000	28.95488
5.380000	12.83126
5.390000	22.71054
5.400000	35.64006
5.410000	35.52351
5.420000	3.590496
5.430000	20.29786
5.440000	33.18833
5.450000	15.08091
5.460000	23.97555
5.470000	11.87221
5.480000	21.77086
5.490000	5.671432
5.500000	7.426113
5.510000	22.47818
5.520000	29.38468
5.530000	27.29250
5.540000	26.20205
5.550000	33.11330
5.560000	12.02621
5.570000	24.25064
5.580000	37.16154
5.590000	14.07430
5.600000	8.989506
5.610000	16.90825
5.620000	19.83000
5.630000	6.754391
5.640000	27.68079
5.650000	25.60907
5.660000	17.53852
5.670000	19.46949
5.680000	18.40183
5.690000	13.35284
5.700000	23.29361
5.710000	19.23592
5.720000	15.17920
5.730000	29.12370
5.740000	9.069046
5.750000	11.01457
5.760000	6.960648
5.770000	13.90732
5.780000	22.85461
5.790000	25.80252
5.800000	1.751076
5.810000	38.69807
5.820000	21.64361
5.830000	5.593830
5.840000	10.54552
5.850000	18.49443
5.860000	28.44079
5.870000	16.38800
5.880000	7.336445
5.890000	14.28608
5.900000	12.23651
5.910000	22.18771
5.920000	14.14006
5.930000	23.09353
5.940000	17.04776
5.950000	12.00275
5.960000	31.95850
5.970000	10.91499
5.980000	22.87223
5.990000	9.830212
6.000000	8.788841
6.010000	14.74812
6.020000	23.70814
6.030000	13.66888
6.040000	3.630337
6.050000	14.59251
6.060000	35.55538
6.070000	18.51913
6.080000	23.48378
6.090000	29.44912
6.100000	12.41515
6.110000	21.38219
6.120000	20.34988
6.130000	17.31825
6.140000	2.712742
6.150000	4.256905
6.160000	22.23018
6.170000	8.203346
6.180000	28.17869
6.190000	13.15685
6.200000	11.20949
6.210000	4.246441
6.220000	14.26764
6.230000	24.29559
6.240000	31.31780
6.250000	26.33558
6.260000	16.34741
6.270000	26.33856
6.280000	3.345703
6.290000	21.34219
6.300000	7.337646
6.310000	22.30012
6.320000	33.29172
6.330000	18.28254
6.340000	30.27065
6.350000	32.25894
6.360000	12.24670
6.370000	20.07101
6.380000	0.6483460
6.390000	18.62800
6.400000	4.614861
6.410000	20.59339
6.420000	12.65987
6.430000	30.60206
6.440000	5.581879
6.450000	16.55080
6.460000	27.60707
6.470000	30.57775
6.480000	22.50345
6.490000	14.47575
6.500000	22.44882
6.510000	29.42417
6.520000	15.40026
6.530000	24.37707
6.540000	19.35456
6.550000	3.332752
6.560000	7.311596
6.570000	24.29110
6.580000	12.27124
6.590000	18.25201
6.600000	14.23317
6.610000	21.21495
6.620000	16.84605
6.630000	13.82901
6.640000	27.81255
6.650000	7.796650
6.660000	0.7813220
6.670000	9.148468
6.680000	17.13421
6.690000	16.11102
6.700000	26.53408
6.710000	6.521362
6.720000	18.51052
6.730000	20.50017
6.740000	20.49030
6.750000	22.48092
6.760000	20.52665
6.770000	5.516819
6.780000	19.50746
6.790000	20.49857
6.800000	13.49013
6.810000	18.48214
6.820000	12.47458
6.830000	1.467426
6.840000	7.512852
6.850000	1.506516
6.860000	8.500565
6.870000	31.49501
6.880000	4.490467
6.890000	16.48621
6.900000	14.48232
6.910000	26.47874
6.920000	22.47551
6.930000	7.472584
6.940000	11.46999
6.950000	23.46770
6.960000	28.46587
6.970000	15.46436
6.980000	35.46329
6.990000	28.46254
7.000000	19.44599
7.010000	29.44625
7.020000	10.44683
7.030000	6.447697
7.040000	12.44884
7.050000	16.45029
7.060000	19.45226
7.070000	9.454308
7.080000	18.45666
7.090000	20.45929
7.100000	11.46221
7.110000	15.46541
7.120000	15.46888
7.130000	30.47412
7.140000	1.504147
7.150000	8.509914
7.160000	27.51594
7.170000	30.52221
7.180000	1.528728
7.190000	17.53548
7.200000	14.54248
7.210000	1.573345
7.220000	32.58081
7.230000	21.58849
7.240000	19.59621
7.250000	26.60434
7.260000	29.61267
7.270000	19.62122
7.280000	0.6299670
7.290000	19.63892
7.300000	20.64806
7.310000	17.99348
7.320000	21.00298
7.330000	24.01266
7.340000	13.87340
7.350000	26.88341
7.360000	3.418060
7.370000	1.431442
7.380000	24.44185
7.390000	19.45357
7.400000	8.465782
7.410000	15.47788
7.420000	11.56326
7.430000	17.64880
7.440000	17.66068
7.450000	14.67252
7.460000	11.68433
7.470000	14.77088
7.480000	10.78273
7.490000	16.79460
7.500000	13.80651
7.510000	20.81859
7.520000	7.969810
7.530000	1.981972
7.540000	7.196827
7.550000	16.20908
7.560000	24.22137
7.570000	9.765591
7.580000	16.23347
7.590000	13.24157
7.600000	24.24971
7.610000	1.742073
7.620000	0.2653810
7.630000	11.27303
7.640000	5.280750
7.650000	1.711418
7.660000	5.295685
7.670000	20.30290
7.680000	10.31041
7.690000	20.31886
7.700000	9.683506
7.710000	14.69211
7.720000	22.70078
7.730000	17.70951
7.740000	19.71829
7.750000	9.727127
7.760000	8.736015
7.770000	9.744942
7.780000	18.75391
7.790000	16.76311
7.800000	6.772366
7.810000	14.78164
7.820000	10.79243
7.830000	22.80326
7.840000	6.815029
7.850000	29.82682
7.860000	6.164097
7.870000	11.84442
7.880000	6.852947
7.890000	12.86152
7.900000	13.87249
7.910000	13.19680
7.920000	20.20776
7.930000	14.21871
7.940000	19.22965
7.950000	0.7594380
7.960000	11.25089
7.970000	19.26120
7.980000	13.27148
7.990000	18.28175
8.000000	19.29201
8.010000	4.302258
8.020000	17.31248
8.030000	0.6773070
8.040000	20.33232
8.050000	5.341946
8.060000	13.35154
8.070000	9.500927
8.080000	14.51045
8.090000	2.519936
8.100000	11.52938
8.110000	9.538776
8.120000	14.54813
8.130000	21.55743
8.140000	11.56669
8.150000	12.59668
8.160000	14.60583
8.170000	12.63710
8.180000	19.64613
8.190000	21.65510
8.200000	22.75027
8.210000	22.75918
8.220000	9.768005
8.230000	7.776756
8.240000	14.78543
8.250000	1.794025
8.260000	6.802540
8.270000	12.81097
8.280000	5.819313
8.290000	21.82758
8.300000	2.835751
8.310000	6.843834
8.320000	11.19808
8.330000	0.2059750
8.340000	10.21344
8.350000	4.220787
8.360000	7.228027
8.370000	8.235149
8.380000	8.242153
8.390000	10.24904
8.400000	0.2558170
8.410000	15.26216
8.420000	3.268391
8.430000	33.27450
8.440000	22.28048
8.450000	16.28635
8.460000	35.29208
8.470000	20.29771
8.480000	9.303204
8.490000	11.30859
8.500000	4.686165
8.510000	5.316044
8.520000	15.31813
8.530000	4.320103
8.540000	12.32264
8.550000	7.674927
8.560000	1.322895
8.570000	6.320580
8.580000	14.59142
8.590000	13.73732
8.600000	10.73463
8.610000	0.2681770
8.620000	0.2718430
8.630000	19.72364
8.640000	17.71899
8.650000	15.71420
8.660000	0.2907140
8.670000	2.703514
8.680000	10.69761
8.690000	2.691574
8.700000	5.685413
8.710000	1.320877
8.720000	15.67143
8.730000	2.336384
8.740000	10.65386
8.750000	24.64398
8.760000	14.63397
8.770000	5.033638
8.780000	11.02344
8.790000	4.013149
8.800000	24.00276
8.810000	2.904743
8.820000	13.89042
8.830000	9.879761
8.840000	11.86900
8.850000	14.77169
8.860000	11.76077
8.870000	6.749756
8.880000	31.92641
8.890000	5.084778
8.900000	19.90086
8.910000	5.886387
8.920000	7.871838
8.930000	11.85719
8.940000	20.84246
8.950000	17.82765
8.960000	2.812744
8.970000	18.79776
8.980000	30.81974
8.990000	2.804577
9.000000	14.78933
9.010000	16.77400
9.020000	8.758575
9.030000	24.94902
9.040000	12.93340
9.050000	15.91769
9.060000	19.51997
9.070000	16.50410
9.080000	7.488159
9.090000	15.47215
9.100000	4.542408
9.110000	2.440228
9.120000	12.42278
9.130000	10.40527
9.140000	23.38769
9.150000	6.315395
9.160000	10.29769
9.170000	21.27991
9.180000	8.264034
9.190000	1.249249
9.200000	8.234398
9.210000	8.219498
9.220000	5.204536
9.230000	25.13736
9.240000	13.12230
9.250000	21.10719
9.260000	1.907974
9.270000	20.07553
9.280000	5.058994
9.290000	13.04242
9.300000	13.02578
9.310000	13.00911
9.320000	13.99240
9.330000	17.97565
9.340000	4.1149002E-02
9.350000	10.94173
9.360000	7.5424001E-02
9.370000	7.907089
9.380000	22.88956
9.390000	1.127987
9.400000	9.853584
9.410000	14.83512
9.420000	16.81663
9.430000	6.798107
9.440000	19.77956
9.450000	18.76077
9.460000	3.742165
9.470000	16.72353
9.480000	9.704876
9.490000	41.68620
9.500000	9.667507
9.510000	5.351208
9.520000	2.627048
9.530000	10.58076
9.540000	10.55899
9.550000	1.537197
9.560000	14.51540
9.570000	15.49360
9.580000	17.47180
9.590000	19.45000
9.600000	24.40457
9.610000	3.382782
9.620000	9.360992
9.630000	8.339218
9.640000	22.31746
9.650000	12.29686
9.660000	24.27628
9.670000	8.255714
9.680000	9.235172
9.690000	7.214645
9.700000	4.858047
9.710000	4.837582
9.720000	27.82169
9.730000	43.80585
9.740000	29.79007
9.750000	24.24982
9.760000	16.23106
9.770000	4.784519
9.780000	2.802437
9.790000	15.17838
9.800000	14.15927
9.810000	33.06692
9.820000	12.97442
9.830000	5.955593
9.840000	16.93687
9.850000	20.91825
9.860000	21.82504
9.870000	12.80664
9.880000	26.78835
9.890000	23.77018
9.900000	25.75212
9.910000	35.59508
9.920000	43.57727
9.930000	42.35693
9.940000	55.33938
9.950000	56.32198
9.960000	78.30472
9.970000	47.29033
9.980000	58.27607
9.990000	68.26196
10.00000	50.24802
10.01000	48.23464
10.02000	45.22143
10.03000	25.20838
10.04000	17.19549
10.05000	24.18316
10.06000	20.17100
10.07000	3.841007
10.08000	15.14545
10.09000	20.77596
10.10000	19.76276
10.11000	11.75066
10.12000	20.73875
10.13000	18.72701
10.14000	25.71559
10.15000	8.704361
10.16000	7.693428
10.17000	1.317307
10.18000	14.67175
10.19000	19.66100
10.20000	6.650444
10.21000	16.64008
10.22000	4.370087
10.23000	10.61809
10.24000	10.60760
10.25000	12.59730
10.26000	8.588852
10.27000	12.58061
10.28000	25.57258
10.29000	14.91798
10.30000	9.597000
10.31000	15.58955
10.32000	3.584755
10.33000	10.58017
10.34000	4.575783
10.35000	8.571892
10.36000	22.56821
10.37000	33.01462
10.38000	21.27190
10.39000	14.26876
10.40000	37.26579
10.41000	23.26300
10.42000	3.260365
10.43000	19.25818
10.44000	27.25616
10.45000	25.25431
10.46000	13.11281
10.47000	26.11131
10.48000	20.11000
10.49000	55.10887
10.50000	27.10791
10.51000	14.10714
10.52000	27.10655
10.53000	48.10615
10.54000	39.08514
10.55000	46.08512
10.56000	58.06310
10.57000	66.06345
10.58000	44.06400
10.59000	63.97855
10.60000	68.97951
10.61000	77.98065
10.62000	87.98200
10.63000	109.9836
10.64000	137.9853
10.65000	145.9874
10.66000	153.9896
10.67000	199.9921
10.68000	209.9947
10.69000	301.9976
10.70000	338.0006
10.71000	390.6577
10.72000	496.6612
10.73000	556.6652
10.74000	570.6693
10.75000	682.6736
10.76000	757.6793
