##NAMES=Microcline
##RRUFFID=R040154
##IDEAL CHEMISTRY=KAlSi_3_O_8_
##LOCALITY=Mitchell County, North Carolina, USA
##OWNER=RRUFF
##SOURCE=University of Arizona Mineral Museum
##DESCRIPTION=White cleavage fragment with some perthitic character
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R040154
5.000000, 0.0000000E+00
5.010000, 3.838442
5.020000, 10.23344
5.030000, 14.45888
5.040000, 9.040956
5.050000, 5.704697
5.060000, 14.44412
5.070000, 0.7359730
5.080000, 7.130466
5.090000, 10.02393
5.100000, 9.934341
5.110000, 9.856249
5.120000, 4.906109
5.130000, 8.994839
5.140000, 11.05783
5.150000, 4.101702
5.160000, 7.131248
5.170000, 8.149981
5.180000, 10.16052
5.190000, 15.16487
5.200000, 11.16457
5.210000, 12.16082
5.220000, 8.155132
5.230000, 13.63876
5.240000, 5.571545
5.250000, 3.278208
5.260000, 18.19139
5.270000, 9.110907
5.280000, 14.03622
5.290000, 12.96684
5.300000, 13.90239
5.310000, 15.84251
5.320000, 10.78682
5.330000, 7.734970
5.340000, 4.686714
5.350000, 5.641861
5.360000, 8.600304
5.370000, 4.561832
5.380000, 17.52628
5.390000, 15.49358
5.400000, 2.463551
5.410000, 6.436045
5.420000, 10.41084
5.430000, 7.394733
5.440000, 18.38510
5.450000, 8.381399
5.460000, 4.620737
5.470000, 13.37924
5.480000, 8.380505
5.490000, 2.617512
5.500000, 6.385199
5.510000, 9.388662
5.520000, 12.39408
5.530000, 6.400177
5.540000, 4.406952
5.550000, 10.41440
5.560000, 10.42257
5.570000, 8.431463
5.580000, 12.44105
5.590000, 7.451321
5.600000, 4.462761
5.610000, 16.47482
5.620000, 8.487442
5.630000, 12.50051
5.640000, 4.513153
5.650000, 0.5264260
5.660000, 3.540340
5.670000, 16.55488
5.680000, 10.57004
5.690000, 12.58580
5.700000, 14.60457
5.710000, 5.623873
5.720000, 5.643610
5.730000, 8.663683
5.740000, 6.684065
5.750000, 9.704773
5.760000, 27.72845
5.770000, 7.752434
5.780000, 10.77674
5.790000, 8.801365
5.800000, 14.82633
5.810000, 11.85163
5.820000, 17.87735
5.830000, 4.901617
5.840000, 6.924500
5.850000, 5.243746
5.860000, 19.26261
5.870000, 9.282547
5.880000, 9.736179
5.890000, 21.75219
5.900000, 10.76873
5.910000, 1.785822
5.920000, 11.86576
5.930000, 8.885387
5.940000, 9.948589
5.950000, 6.968723
5.960000, 10.98942
5.970000, 6.010569
5.980000, 11.03217
5.990000, 19.05421
6.000000, 11.07722
6.010000, 8.101189
6.020000, 21.12556
6.030000, 11.20497
6.040000, 12.22988
6.050000, 14.25509
6.060000, 9.280598
6.070000, 7.306391
6.080000, 5.332464
6.090000, 10.35881
6.100000, 19.38663
6.110000, 14.41588
6.120000, 21.44534
6.130000, 12.47500
6.140000, 3.504862
6.150000, 19.53493
6.160000, 11.56519
6.170000, 20.59565
6.180000, 22.62677
6.190000, 15.68224
6.200000, 15.71753
6.210000, 23.75459
6.220000, 6.790663
6.230000, 3.826344
6.240000, 11.85559
6.250000, 14.88680
6.260000, 16.91959
6.270000, 6.894444
6.280000, 9.929403
6.290000, 14.96609
6.300000, 7.002613
6.310000, 8.039814
6.320000, 14.07713
6.330000, 25.11437
6.340000, 8.151634
6.350000, 7.189140
6.360000, 5.226803
6.370000, 14.26466
6.380000, 8.302738
6.390000, 13.50396
6.400000, 13.54254
6.410000, 5.581377
6.420000, 17.62113
6.430000, 11.65478
6.440000, 12.69209
6.450000, 8.723408
6.460000, 12.75534
6.470000, 11.78785
6.480000, 7.820896
6.490000, 8.854462
6.500000, 8.888517
6.510000, 2.116854
6.520000, 7.151909
6.530000, 13.18739
6.540000, 13.22520
6.550000, 13.26148
6.560000, 8.298134
6.570000, 2.335148
6.580000, 15.37251
6.590000, 10.41156
6.600000, 2.449633
6.610000, 5.488018
