Position	Dspace	ESD(P)	Corr.Fact	Intensity	Rel.Int.	FWHM(L)	ESD(L)	Area
[deg]	[A]	[deg]	[deg]	[CPS]	[CPS]	[deg]	[deg]	[deg]
2.7400	32.2176	0.0000	0.0000	78.33	1.96	0.1200	0.0000	9.4000
2.9400	30.0263	0.0000	0.0000	70.00	1.76	0.1000	0.0000	1.4000
3.0600	28.8491	0.0000	0.0000	54.17	1.36	0.0600	0.0000	2.1667
3.3200	26.5904	0.0000	0.0000	62.50	1.57	0.1200	0.0000	5.0000
3.5400	24.9383	0.0000	0.0000	78.33	1.96	0.1200	0.0000	1.5667
3.8400	22.9907	0.0000	0.0000	55.00	1.38	0.1000	0.0000	3.3000
4.0200	21.9616	0.0000	0.0000	53.33	1.34	0.0800	0.0000	3.2000
4.3200	20.4372	0.0000	0.0000	43.33	1.09	0.1600	0.0000	1.7333
4.7000	18.7856	0.0000	0.0000	54.17	1.36	0.0600	0.0000	6.5000
5.1000	17.3131	0.0000	0.0000	44.17	1.11	0.1600	0.0000	0.0000
5.2800	16.7233	0.0000	0.0000	55.00	1.38	0.1200	0.0000	0.0000
5.5600	15.8817	0.0000	0.0000	41.67	1.04	0.0800	0.0000	0.0000
5.8000	15.2251	0.0000	0.0000	37.50	0.94	0.1600	0.0000	3.7500
6.1800	14.2897	0.0000	0.0000	200.00	5.01	0.1200	0.0000	32.0000
6.7200	13.1426	0.0000	0.0000	40.83	1.02	0.0800	0.0000	1.6333
6.8600	12.8747	0.0000	0.0000	37.50	0.94	0.0600	0.0000	4.5000
7.2200	12.2335	0.0000	0.0000	40.83	1.02	0.1000	0.0000	0.0000
8.8800	9.9500	0.0000	0.0000	530.00	13.29	0.0600	0.0000	63.6000
9.1800	9.6255	0.0000	0.0000	47.50	1.19	0.0400	0.0000	4.7500
9.3400	9.4610	0.0000	0.0000	37.50	0.94	0.0800	0.0000	0.0000
9.4800	9.3216	0.0000	0.0000	51.67	1.30	0.0600	0.0000	5.1667
10.5400	8.3864	0.0000	0.0000	156.67	3.93	0.1200	0.0000	18.8000
12.2000	7.2487	0.0000	0.0000	296.67	7.44	0.0000	0.0000	29.6667
