Position	Dspace	ESD(P)	Corr.Fact	Intensity	Rel.Int.	FWHM(L)	ESD(L)	Area
12.5000	7.0754	0.0000	0.0000	231.67	5.81	0.0000	0.0000	27.8000
13.6200	6.4960	0.0000	0.0000	50.83	1.27	0.1600	0.0000	1.0167
13.8800	6.3749	0.0000	0.0000	51.67	1.30	0.0600	0.0000	6.2000
14.9800	5.9092	0.0000	0.0000	36.67	0.92	0.1000	0.0000	2.9333
17.8200	4.9733	0.0000	0.0000	180.83	4.53	0.0000	0.0000	18.0833
18.5600	4.7767	0.0000	0.0000	59.17	1.48	0.1600	0.0000	5.9167
18.8200	4.7113	0.0000	0.0000	85.83	2.15	0.1000	0.0000	8.5833
19.7000	4.5027	0.0000	0.0000	36.67	0.92	0.0800	0.0000	3.6667
19.8000	4.4802	0.0000	0.0000	45.00	1.13	0.1400	0.0000	4.5000
20.8600	4.2549	0.0000	0.0000	700.83	17.57	0.0800	0.0000	56.0667
22.0800	4.0225	0.0000	0.0000	128.33	3.22	0.1000	0.0000	10.2667
22.4800	3.9518	0.0000	0.0000	42.50	1.07	0.0000	0.0000	2.5500
23.5400	3.7762	0.0000	0.0000	168.33	4.22	0.1200	0.0000	16.8333
24.2600	3.6657	0.0000	0.0000	176.67	4.43	0.1200	0.0000	14.1333
24.6600	3.6072	0.0000	0.0000	220.83	5.54	0.1600	0.0000	26.5000
25.1600	3.5366	0.0000	0.0000	165.83	4.16	0.0200	0.0000	19.9000
25.5200	3.4875	0.0000	0.0000	90.00	2.26	0.0800	0.0000	14.4000
25.6400	3.4715	0.0000	0.0000	135.83	3.41	0.1000	0.0000	5.4333
26.6600	3.3409	0.0000	0.0000	3988.33	100.00	0.1200	0.0000	319.0667
26.8800	3.3141	0.0000	0.0000	589.17	14.77	0.0200	0.0000	82.4833
27.5400	3.2361	0.0000	0.0000	245.00	6.14	0.0000	0.0000	24.5000
27.9600	3.1885	0.0000	0.0000	809.17	20.29	0.0200	0.0000	80.9167
28.3200	3.1488	0.0000	0.0000	89.17	2.24	0.0600	0.0000	14.2667
28.6600	3.1122	0.0000	0.0000	70.00	1.76	0.1000	0.0000	9.8000
29.2400	3.0517	0.0000	0.0000	66.67	1.67	0.0200	0.0000	1.3333
29.8200	2.9937	0.0000	0.0000	171.67	4.30	0.1200	0.0000	17.1667
30.2200	2.9550	0.0000	0.0000	76.67	1.92	0.1600	0.0000	9.2000
30.4600	2.9322	0.0000	0.0000	171.67	4.30	0.1000	0.0000	17.1667
30.8600	2.8951	0.0000	0.0000	74.17	1.86	0.0400	0.0000	8.9000
31.2600	2.8590	0.0000	0.0000	73.33	1.84	0.0800	0.0000	10.2667
31.4200	2.8448	0.0000	0.0000	48.33	1.21	0.1200	0.0000	3.8667
31.5600	2.8325	0.0000	0.0000	45.00	1.13	0.1000	0.0000	7.2000
31.9600	2.7980	0.0000	0.0000	40.00	1.00	0.0600	0.0000	4.8000
32.1200	2.7844	0.0000	0.0000	38.33	0.96	0.0800	0.0000	3.8333
32.2600	2.7726	0.0000	0.0000	72.50	1.82	0.1400	0.0000	4.3500
33.1400	2.7010	0.0000	0.0000	92.50	2.32	0.0800	0.0000	5.5500
34.5600	2.5932	0.0000	0.0000	45.00	1.13	0.1200	0.0000	3.6000
34.7000	2.5830	0.0000	0.0000	44.17	1.11	0.1600	0.0000	2.6500
35.0400	2.5587	0.0000	0.0000	59.17	1.48	0.0800	0.0000	9.4667
35.6200	2.5184	0.0000	0.0000	125.83	3.16	0.1000	0.0000	20.1333
36.1200	2.4847	0.0000	0.0000	36.67	0.92	0.0600	0.0000	2.2000
36.5600	2.4558	0.0000	0.0000	362.50	9.09	0.0400	0.0000	21.7500
37.5000	2.3963	0.0000	0.0000	41.67	1.04	0.1600	0.0000	6.6667
39.4800	2.2806	0.0000	0.0000	230.00	5.77	0.1000	0.0000	27.6000
40.3000	2.2361	0.0000	0.0000	175.83	4.41	0.1000	0.0000	7.0333
41.7400	2.1622	0.0000	0.0000	38.33	0.96	0.0800	0.0000	6.1333
42.4800	2.1262	0.0000	0.0000	200.83	5.04	0.0400	0.0000	24.1000
43.7200	2.0688	0.0000	0.0000	42.50	1.07	0.1000	0.0000	5.1000
44.3400	2.0413	0.0000	0.0000	67.50	1.69	0.1600	0.0000	6.7500
44.4600	2.0360	0.0000	0.0000	83.33	2.09	0.0800	0.0000	11.6667
45.1000	2.0086	0.0000	0.0000	66.67	1.67	0.1400	0.0000	10.6667
45.2000	2.0044	0.0000	0.0000	60.00	1.50	0.1200	0.0000	9.6000
45.6200	1.9869	0.0000	0.0000	170.83	4.28	0.1000	0.0000	27.3333
45.8200	1.9787	0.0000	0.0000	175.00	4.39	0.0000	0.0000	17.5000
47.2000	1.9240	0.0000	0.0000	46.67	1.17	0.1600	0.0000	0.0000
48.1800	1.8872	0.0000	0.0000	51.67	1.30	0.1600	0.0000	4.1333
49.8200	1.8288	0.0000	0.0000	45.83	1.15	0.1200	0.0000	7.3333
50.1600	1.8172	0.0000	0.0000	736.67	18.47	0.0400	0.0000	58.9333
50.6000	1.8024	0.0000	0.0000	127.50	3.20	0.1000	0.0000	12.7500
51.1800	1.7834	0.0000	0.0000	60.83	1.53	0.1000	0.0000	4.8667
53.1200	1.7227	0.0000	0.0000	62.50	1.57	0.1000	0.0000	3.7500
54.9000	1.6710	0.0000	0.0000	145.00	3.64	0.0800	0.0000	11.6000
55.0400	1.6671	0.0000	0.0000	102.50	2.57	0.1000	0.0000	8.2000
55.3200	1.6593	0.0000	0.0000	59.17	1.48	0.1400	0.0000	4.7333
55.4600	1.6554	0.0000	0.0000	36.67	0.92	0.0600	0.0000	2.9333
55.8400	1.6451	0.0000	0.0000	52.50	1.32	0.1600	0.0000	3.1500
56.3200	1.6322	0.0000	0.0000	38.33	0.96	0.0800	0.0000	6.1333
59.9800	1.5410	0.0000	0.0000	510.83	12.81	0.0600	0.0000	30.6500
60.1400	1.5373	0.0000	0.0000	309.17	7.75	0.1200	0.0000	18.5500
61.9800	1.4960	0.0000	0.0000	41.67	1.04	0.0800	0.0000	3.3333
64.0400	1.4528	0.0000	0.0000	52.50	1.32	0.0600	0.0000	5.2500
