Position	Dspace	ESD(P)	Corr.Fact	Intensity	Rel.Int.	FWHM(L)	ESD(L)	Area
39.2600	2.2929	0.0000	0.0000	144.17	6.85	0.1000	0.0000	8.6500
40.0800	2.2478	0.0000	0.0000	152.50	7.24	0.1000	0.0000	15.2500
41.5600	2.1711	0.0000	0.0000	42.50	2.02	0.1200	0.0000	6.8000
41.6200	2.1682	0.0000	0.0000	48.33	2.30	0.1600	0.0000	7.7333
42.2400	2.1378	0.0000	0.0000	285.00	13.53	0.0400	0.0000	11.4000
44.0800	2.0527	0.0000	0.0000	173.33	8.23	0.0600	0.0000	27.7333
44.4200	2.0378	0.0000	0.0000	45.83	2.18	0.1600	0.0000	5.5000
44.7200	2.0248	0.0000	0.0000	45.83	2.18	0.1400	0.0000	6.4167
45.3800	1.9969	0.0000	0.0000	290.00	13.77	0.0400	0.0000	46.4000
46.9000	1.9356	0.0000	0.0000	70.00	3.32	0.1600	0.0000	4.2000
47.9400	1.8960	0.0000	0.0000	47.50	2.26	0.0400	0.0000	5.7000
48.0600	1.8916	0.0000	0.0000	45.83	2.18	0.1200	0.0000	3.6667
49.7400	1.8316	0.0000	0.0000	40.83	1.94	0.1400	0.0000	4.9000
49.9600	1.8240	0.0000	0.0000	198.33	9.42	0.0800	0.0000	15.8667
50.4200	1.8084	0.0000	0.0000	83.33	3.96	0.1200	0.0000	5.0000
52.3000	1.7478	0.0000	0.0000	63.33	3.01	0.1400	0.0000	3.8000
54.6600	1.6778	0.0000	0.0000	51.67	2.45	0.1000	0.0000	7.2333
59.7600	1.5462	0.0000	0.0000	93.33	4.43	0.1000	0.0000	5.6000
60.4600	1.5299	0.0000	0.0000	40.83	1.94	0.1000	0.0000	4.0833
64.2200	1.4491	0.0000	0.0000	179.17	8.51	0.1200	0.0000	25.0833
