Position	Dspace	ESD(P)	Corr.Fact	Intensity	Rel.Int.	FWHM(L)	ESD(L)	FWHM(R)	ESD(R)	Area
50.8800	1.7932	0.0000	0.0000	93.33	0.71	0.1400	0.0000	0.0000	0.0000	3.7333
51.1200	1.7853	0.0000	0.0000	119.17	0.90	0.0400	0.0000	0.0000	0.0000	14.3000
52.1600	1.7521	0.0000	0.0000	907.50	6.87	0.1000	0.0000	0.0000	0.0000	54.4500
52.3000	1.7478	0.0000	0.0000	516.67	3.91	0.0400	0.0000	0.0000	0.0000	51.6667
52.4400	1.7434	0.0000	0.0000	360.83	2.73	0.0600	0.0000	0.0000	0.0000	43.3000
54.8200	1.6732	0.0000	0.0000	90.83	0.69	0.0400	0.0000	0.0000	0.0000	5.4500
56.0400	1.6397	0.0000	0.0000	74.17	0.56	0.1400	0.0000	0.0000	0.0000	5.9333
56.1800	1.6359	0.0000	0.0000	65.00	0.49	0.1600	0.0000	0.0000	0.0000	9.1000
56.7400	1.6211	0.0000	0.0000	114.17	0.86	0.0400	0.0000	0.0000	0.0000	9.1333
56.9000	1.6169	0.0000	0.0000	116.67	0.88	0.0400	0.0000	0.0000	0.0000	7.0000
59.1600	1.5604	0.0000	0.0000	78.33	0.59	0.1400	0.0000	0.0000	0.0000	10.9667
60.9000	1.5199	0.0000	0.0000	120.00	0.91	0.1400	0.0000	0.0000	0.0000	19.2000
61.1800	1.5136	0.0000	0.0000	68.33	0.52	0.1000	0.0000	0.0000	0.0000	8.2000
61.4000	1.5087	0.0000	0.0000	71.67	0.54	0.1000	0.0000	0.0000	0.0000	11.4667
61.5000	1.5065	0.0000	0.0000	94.17	0.71	0.1600	0.0000	0.0000	0.0000	9.4167
61.7000	1.5021	0.0000	0.0000	90.00	0.68	0.1200	0.0000	0.0000	0.0000	10.8000
61.8600	1.4986	0.0000	0.0000	261.67	1.98	0.0600	0.0000	0.0000	0.0000	26.1667
62.0400	1.4947	0.0000	0.0000	168.33	1.27	0.1000	0.0000	0.0000	0.0000	20.2000
62.6600	1.4814	0.0000	0.0000	405.00	3.07	0.0600	0.0000	0.0000	0.0000	32.4000
62.8400	1.4776	0.0000	0.0000	211.67	1.60	0.1600	0.0000	0.0000	0.0000	16.9333
64.0800	1.4520	0.0000	0.0000	78.33	0.59	0.0800	0.0000	0.0000	0.0000	12.5333
64.2000	1.4495	0.0000	0.0000	86.67	0.66	0.0600	0.0000	0.0000	0.0000	13.8667
64.2400	1.4487	0.0000	0.0000	100.83	0.76	0.1600	0.0000	0.0000	0.0000	12.1000
